Identifier	Character	Dialogue	Filename	Line Number	Ren'Py Script
choice_3_1_2c0b9572	n	You live on your own in the small flat your grandmother left you in her will.	game/scene5.rpy	107	n "[what]"
choice_3_1_0ba1b00c	n	Your cheap car is paid off. Your job is just gig work. There's hardly anything in the fridge to spoil.	game/scene5.rpy	108	n "[what]"
choice_3_1_d40d609a	n	You have nothing pressing, not even a house plant to water.	game/scene5.rpy	109	n "[what]"
choice_3_1_81c0deb8	n	Without realizing it, you'd already molded your life into a shape you could leave at any time.	game/scene5.rpy	110	n "[what]"
choice_3_1_42fdfd9e	n	A break from your rut, maybe even a long one, could be for the best.	game/scene5.rpy	111	n "[what]"
choice_3_1_37d326a8	n	Today hasn't been a relaxing one.	game/scene5.rpy	112	n "[what]"
choice_3_1_9d5f4f42	n	You woke up in a strange place with a strange body and a strange child. Most of the day has been exhausting hiking through dense woods.	game/scene5.rpy	113	n "[what]"
choice_3_1_f30cebd7	n	But it all feels a little less strange now, and you feel... satisfied? Maybe happier, too, than you have in ages.	game/scene5.rpy	114	n "[what]"
choice_3_1_d59c46db	j	You know, I'm not sure I'm in such a rush anymore.	game/scene5.rpy	115	j "[what]"
choice_3_1_27368c6d	j	I could stay for a while.	game/scene5.rpy	116	j "[what]"
choice_3_1_e3984155	a	REALLY?!	game/scene5.rpy	117	a "[what]"
choice_3_1_2081cf23	j	Yeah, really.	game/scene5.rpy	118	j "[what]"
choice_3_1_76739563	j	We should probably make our way back before dark, though.	game/scene5.rpy	119	j "[what]"
choice_3_2_e236f5be	n	You had expected this, to a degree. The thought had even crossed your mind about staying.	game/scene5.rpy	124	n "[what]"
choice_3_2_cc3d23ff	n	But this world, this body, it is all so unfamiliar to you. It isn't home.	game/scene5.rpy	125	n "[what]"
choice_3_2_52cdc7dd	n	While you may be in a bit of a rut back on Earth, visiting here and spending time with Aria has reminded you that truly anything is possible.	game/scene5.rpy	126	n "[what]"
choice_3_2_c3c85120	n	Running away here will not change your life for the better, you have to go back and make those changes for yourself.	game/scene5.rpy	127	n "[what]"
choice_3_2_ae7013b1	n	And maybe you'll fail again, or it won't work out like you hoped. But it will be your life to live, not one that anyone else would make for you.	game/scene5.rpy	128	n "[what]"
choice_3_2_3f6fb31b	n	Resolved, you see the longing in her eyes, and you know what you say next will break her heart a little.	game/scene5.rpy	129	n "[what]"
choice_3_2_c37a8994	n	You also know that life comes with heartbreak as part of the package. You do your best to soften the blow.	game/scene5.rpy	130	n "[what]"
choice_3_2_23cdd3ee	j	Aria, I've really enjoyed today. Together we subdued the mighty Bog Beast!	game/scene5.rpy	131	j "[what]"
choice_3_2_edd1dc4c	j	I was in a rough spot when you pulled me here, but just like [bogbeastname], I have a place I have to return to.	game/scene5.rpy	132	j "[what]"
choice_3_2_0b9d03d3	j	Will you take me home?	game/scene5.rpy	133	j "[what]"
choice_3_2_9fddc8d4	a	Yeah. I can do that.	game/scene5.rpy	134	a "[what]"
resume_3_6b90bf07	n	Before you can stand up to pay or leave, the buckle on Aria's hat begins to glow.	game/scene5.rpy	138	n "[what]"
resume_3_03f26d35	a	Oh, oh, OH! Oh, no.	game/scene5.rpy	139	a "[what]"
resume_3_ad001f10	a	Mom's home.	game/scene5.rpy	140	a "[what]"
resume_3_24ac760c	n	The buckle glows brighter, and with a flash Aria is gone.	game/scene5.rpy	141	n "[what]"
resume_3_2147b72a	j	Uh, Aria? Aria!	game/scene5.rpy	142	j "[what]"
resume_3_3e41985d	m	What in the gods was that? Teleportation?	game/scene5.rpy	143	m "[what]"
resume_3_2a4beb95	j	Uhhh, I'm really not sure. Maybe?	game/scene5.rpy	144	j "[what]"
resume_3_44019b75	j	She is a sorceress. Said her mom was too. Mom lives out in the forest doing some kind of research in the area?	game/scene5.rpy	145	j "[what]"
resume_3_85fb5c73	m	Out in the Weald? Didn't figure anyone lived out there. There's nothing but trees between here and Rimmond.	game/scene5.rpy	146	m "[what]"
resume_3_9d6ad96e	m	The woods have always been dangerous, but the last few years have been fraught with disappearances and strange sightings.	game/scene5.rpy	147	m "[what]"
resume_3_11b301c8	j	Yeah, some Green-Eyed Demon, right?	game/scene5.rpy	148	j "[what]"
resume_3_df0b7bec	j	We met a short guy and a... tree-person? They mentioned something like that.	game/scene5.rpy	149	j "[what]"
resume_3_5e4cfd42	m	Aye. They sent me a message by bluebird earlier.	game/scene5.rpy	150	m "[what]"
resume_3_d4e28743	m	Said they had found a clear set of signs, a trail deeper into the Weald.	game/scene5.rpy	151	m "[what]"
resume_3_c5c9ca2d	m	Never did hear more.	game/scene5.rpy	152	m "[what]"
resume_3_717c903c	m	That's the business the town is discussing in the square.	game/scene5.rpy	153	m "[what]"
resume_3_4b0836f9	m	Talk is, a posse of seasoned hunters and retired knights from the farmholds around here were going to head out before dark.	game/scene5.rpy	154	m "[what]"
resume_3_db152558	m	I intend to close up here and go with them. If that girl and her mother are out there, they may know a thing or two... or be in danger themselves.	game/scene5.rpy	155	m "[what]"
resume_3_0eb3b812	n	Your only ticket home is with Aria or her mom. Whatever the danger, you've got to make it back there tonight.	game/scene5.rpy	157	n "[what]"
resume_3_4b88be61	n	Aria disappearing wasn't a wrinkle you expected when you said you'd stay.	game/scene5.rpy	159	n "[what]"
resume_3_6e2b56c7	n	But if Aria's mom is back and you're going to stick around...	game/scene5.rpy	160	n "[what]"
resume_3_41e4225f	n	Well, it would be good to cover everything with her anyways.	game/scene5.rpy	161	n "[what]"
resume_3_dad0adc9	m	Sounds like you have an idea of where they're living. Care to join our posse tonight?	game/scene5.rpy	163	m "[what]"
choice_4_1_20888a40	j	Yeah, I'd feel better with some company. And I think I could find my way back to her place.	game/scene5.rpy	173	j "[what]"
choice_4_1_2f514355	n	It's true. Perhaps because she summoned you here, you feel a gentle pull to the forest. Towards Aria.	game/scene5.rpy	174	n "[what]"
choice_4_2_0f007400	j	Sorry, I've had a long day and a lot to think about. I'll get there faster on my own.	game/scene5.rpy	179	j "[what]"
choice_4_2_c4b19959	n	The Minotaur eyes you with concern but lets you leave without accosting you further.	game/scene5.rpy	180	n "[what]"
choice_4_2_eadd1bbf	n	Perhaps because she summoned you here, you feel a gentle pull in your chest towards the forest. Towards Aria.	game/scene5.rpy	181	n "[what]"
resume_4_a31931ef	n	More than just the physical, there is an intangible void left by Aria's absence.	game/scene5.rpy	185	n "[what]"
resume_4_cc82792c	n	When she's around, you're pulled along break-neck by her current. Her adventure games, her strange logic.	game/scene5.rpy	186	n "[what]"
resume_4_79fb26ad	n	She has more zest for life in her little finger than you've felt in years.	game/scene5.rpy	187	n "[what]"
resume_4_743e964a	n	With her gone, everything slows, and the unanswered questions of the day resurface in your mind.	game/scene5.rpy	188	n "[what]"
resume_4_b641d0d7	n	Unease sets in as the sun drops lower on the horizon.	game/scene5.rpy	189	n "[what]"
